Data;Último;Abertura;Máxima;Mínima;Var%
2013-01-09;20,381;20,415;20,461;20,347;-0,17%
2013-01-08;20,415;20,262;20,416;20,202;0,73%
2013-01-07;20,267;20,347;20,373;20,232;-0,39%
2013-01-04;20,347;20,467;20,505;20,320;-0,55%
2013-01-03;20,459;20,482;20,505;20,337;0,03%
2013-01-02;20,452;20,337;20,474;20,326;-0,16%
2013-01-01;20,485;20,485;20,485;20,485;0,00%
2012-12-31;20,485;20,480;20,485;20,480;0,05%
2012-12-28;20,475;20,427;20,480;20,385;0,20%
2012-12-27;20,434;20,499;20,568;20,403;-0,28%
2012-12-26;20,491;20,772;20,772;20,395;-1,40%
2012-12-25;20,783;20,783;20,783;20,783;0,00%
2012-12-24;20,783;20,783;20,783;20,783;0,00%
2012-12-21;20,783;20,728;20,813;20,681;0,43%
2012-12-20;20,694;20,716;20,725;20,545;-0,11%
2012-12-19;20,716;20,881;20,899;20,667;-0,83%
2012-12-18;20,890;20,998;21,025;20,856;-0,50%
2012-12-17;20,995;20,855;21,019;20,833;0,67%
2012-12-14;20,856;20,854;20,895;20,776;0,02%
2012-12-13;20,852;20,716;20,864;20,716;0,64%
2012-12-12;20,720;20,792;20,826;20,701;-0,32%
2012-12-11;20,787;20,765;20,820;20,720;0,09%
2012-12-10;20,768;20,747;20,833;20,732;0,10%
2012-12-07;20,747;20,730;20,924;20,713;-0,13%
2012-12-06;20,774;20,878;20,878;20,739;-0,50%
2012-12-05;20,878;21,199;21,199;20,869;-1,50%
2012-12-04;21,197;21,193;21,251;21,002;0,02%
2012-12-03;21,193;21,352;21,384;20,962;-0,79%
2012-11-30;21,361;20,991;21,377;20,949;1,78%
2012-11-29;20,987;20,928;21,111;20,869;0,28%
2012-11-28;20,928;20,846;20,951;20,831;0,41%
2012-11-27;20,842;20,832;20,842;20,709;0,06%
2012-11-26;20,830;20,812;20,861;20,721;0,07%
2012-11-23;20,816;21,044;21,172;20,785;-1,10%
2012-11-22;21,048;20,991;21,069;20,884;0,29%
2012-11-21;20,988;20,804;20,996;20,804;0,88%
2012-11-20;20,805;20,760;20,810;20,760;0,21%
2012-11-19;20,762;20,842;20,865;20,692;-0,38%
2012-11-16;20,842;20,667;20,873;20,667;0,86%
2012-11-15;20,665;20,671;20,671;20,662;-0,02%
2012-11-14;20,669;20,577;20,707;20,553;0,42%
2012-11-13;20,583;20,514;20,745;20,513;0,36%
2012-11-12;20,510;20,457;20,549;20,423;0,23%
2012-11-09;20,463;20,410;20,678;20,402;0,29%
2012-11-08;20,404;20,332;20,424;20,317;0,33%
2012-11-07;20,337;20,326;20,360;20,303;0,08%
2012-11-06;20,321;20,351;20,351;20,302;-0,16%
2012-11-05;20,353;20,307;20,354;20,307;0,18%
2012-11-02;20,316;20,312;20,316;20,312;0,03%
2012-11-01;20,310;20,316;20,322;20,302;0,00%
2012-10-31;20,309;20,306;20,343;20,263;0,01%
2012-10-30;20,307;20,337;20,337;20,289;-0,14%
2012-10-29;20,335;20,267;20,337;20,267;0,32%
2012-10-26;20,270;20,270;20,275;20,247;0,09%
2012-10-25;20,252;20,240;20,275;20,237;0,00%
2012-10-24;20,252;20,268;20,291;20,232;-0,09%
2012-10-23;20,270;20,250;20,313;20,245;0,14%
2012-10-22;20,242;20,272;20,282;20,229;-0,17%
2012-10-19;20,277;20,267;20,298;20,257;0,07%
2012-10-18;20,263;20,316;20,343;20,252;-0,28%
2012-10-17;20,320;20,362;20,362;20,294;-0,05%
2012-10-16;20,330;20,363;20,378;20,305;-0,16%
2012-10-15;20,363;20,442;20,442;20,310;-0,40%
2012-10-12;20,445;20,423;20,445;20,423;0,11%
2012-10-11;20,423;20,427;20,436;20,347;-0,01%
2012-10-10;20,426;20,361;20,437;20,305;0,31%
2012-10-09;20,362;20,297;20,385;20,277;0,32%
2012-10-08;20,297;20,322;20,347;20,282;-0,06%
2012-10-05;20,310;20,184;20,345;20,164;0,66%
2012-10-04;20,177;20,213;20,240;20,168;-0,21%
2012-10-03;20,220;20,280;20,291;20,216;-0,18%
2012-10-02;20,257;20,259;20,288;20,223;-0,03%
2012-10-01;20,264;20,286;20,295;20,211;0,03%
2012-09-28;20,257;20,295;20,353;20,234;-0,18%
2012-09-27;20,293;20,362;20,377;20,287;-0,34%
2012-09-26;20,362;20,314;20,366;20,272;0,23%
2012-09-25;20,315;20,263;20,325;20,233;0,25%
2012-09-24;20,264;20,234;20,301;20,234;0,19%
2012-09-21;20,225;20,217;20,269;20,209;0,06%
2012-09-20;20,213;20,248;20,309;20,203;-0,14%
2012-09-19;20,242;20,234;20,274;20,213;0,05%
2012-09-18;20,231;20,323;20,360;20,204;-0,48%
2012-09-17;20,329;20,123;20,345;20,123;1,04%
2012-09-14;20,119;20,206;20,226;20,065;-0,46%
2012-09-13;20,211;20,258;20,297;20,165;-0,30%
2012-09-12;20,271;20,166;20,292;20,137;0,52%
2012-09-11;20,167;20,225;20,312;20,148;-0,28%
2012-09-10;20,224;20,282;20,293;20,188;-0,28%
2012-09-07;20,281;20,281;20,281;20,281;0,00%
2012-09-06;20,281;20,398;20,430;20,271;-0,55%
2012-09-05;20,393;20,423;20,450;20,347;-0,17%
2012-09-04;20,427;20,321;20,441;20,282;0,48%
2012-09-03;20,330;20,305;20,354;20,280;0,18%
2012-08-31;20,293;20,496;20,518;20,263;-0,95%
2012-08-30;20,488;20,497;20,567;20,432;-0,06%
2012-08-29;20,500;20,444;20,548;20,431;0,29%
2012-08-28;20,440;20,348;20,530;20,318;0,48%
2012-08-27;20,342;20,248;20,354;20,228;0,35%
2012-08-24;20,271;20,230;20,360;20,190;0,17%
2012-08-23;20,237;20,171;20,269;20,156;0,36%
2012-08-22;20,165;20,166;20,231;20,145;0,03%
2012-08-21;20,158;20,161;20,227;20,050;-0,05%
2012-08-20;20,168;20,157;20,223;20,145;0,06%
2012-08-17;20,155;20,178;20,241;20,140;-0,06%
2012-08-16;20,168;20,222;20,273;20,166;-0,28%
2012-08-15;20,225;20,267;20,307;20,190;-0,20%
2012-08-14;20,266;20,204;20,293;20,164;0,31%
2012-08-13;20,204;20,154;20,301;20,148;0,27%
2012-08-10;20,149;20,139;20,231;20,128;0,09%
2012-08-09;20,130;20,214;20,273;20,130;-0,37%
2012-08-08;20,205;20,319;20,360;20,190;-0,39%
2012-08-07;20,285;20,318;20,330;20,230;-0,13%
2012-08-06;20,312;20,295;20,322;20,242;0,15%
2012-08-03;20,282;20,497;20,503;20,217;-1,05%
2012-08-02;20,497;20,448;20,537;20,322;0,26%
2012-08-01;20,443;20,560;20,565;20,368;-0,60%
2012-07-31;20,567;20,399;20,567;20,383;0,79%
2012-07-30;20,405;20,212;20,430;20,212;0,95%
2012-07-27;20,212;20,213;20,289;20,079;-0,00%
2012-07-26;20,213;20,339;20,357;20,186;-0,58%
2012-07-25;20,331;20,476;20,476;20,323;-0,71%
2012-07-24;20,477;20,393;20,527;20,355;0,43%
2012-07-23;20,389;20,232;20,460;20,232;0,76%
2012-07-20;20,236;20,121;20,274;20,115;0,55%
2012-07-19;20,125;20,232;20,282;20,100;-0,50%
2012-07-18;20,227;20,210;20,301;20,162;0,03%
2012-07-17;20,220;20,358;20,407;20,202;-0,62%
2012-07-16;20,347;20,358;20,436;20,324;-0,11%
2012-07-13;20,370;20,372;20,417;20,288;-0,01%
2012-07-12;20,373;20,355;20,519;20,354;0,14%
2012-07-11;20,345;20,339;20,406;20,257;0,06%
2012-07-10;20,333;20,270;20,408;20,230;0,05%
2012-07-09;20,323;20,270;20,328;20,270;0,21%
2012-07-06;20,281;20,190;20,416;20,152;0,43%
2012-07-05;20,194;20,271;20,387;20,117;-0,42%
2012-07-04;20,279;20,114;20,367;20,095;0,61%
2012-07-03;20,156;19,830;20,189;19,777;1,55%
2012-07-02;19,849;20,054;20,134;19,838;-1,22%
2012-06-29;20,095;20,762;20,762;20,042;-3,23%
2012-06-28;20,765;20,774;20,999;20,726;0,00%
2012-06-27;20,764;20,755;20,970;20,697;0,19%
2012-06-26;20,724;20,608;20,772;20,575;0,54%
2012-06-25;20,613;20,667;20,788;20,606;-0,30%
2012-06-22;20,675;20,629;20,685;20,489;0,21%
2012-06-21;20,631;20,257;20,631;20,232;1,85%
2012-06-20;20,256;20,274;20,385;20,212;-0,11%
2012-06-19;20,279;20,578;20,578;20,259;-1,75%
2012-06-18;20,641;20,446;20,690;20,446;0,77%
2012-06-15;20,484;20,564;20,598;20,362;-0,41%
2012-06-14;20,569;20,714;20,743;20,493;-0,72%
2012-06-13;20,719;20,663;20,751;20,513;0,17%
2012-06-12;20,684;20,652;20,718;20,467;0,15%
2012-06-11;20,652;20,202;20,663;20,148;2,17%
2012-06-08;20,213;20,326;20,438;20,187;-0,57%
2012-06-07;20,328;20,328;20,328;20,328;0,00%
2012-06-06;20,328;20,242;20,334;20,112;0,40%
2012-06-05;20,248;20,566;20,627;20,147;-1,52%
2012-06-04;20,560;20,398;20,591;20,313;0,78%
2012-06-01;20,400;20,223;20,502;20,216;0,86%
2012-05-31;20,226;20,162;20,286;20,025;0,33%
2012-05-30;20,160;19,923;20,189;19,923;1,33%
2012-05-29;19,895;19,830;20,002;19,773;0,32%
2012-05-28;19,832;19,827;19,838;19,699;-0,07%
2012-05-25;19,846;20,282;20,319;19,827;-2,15%
2012-05-24;20,282;20,302;20,523;20,222;-0,13%
2012-05-23;20,309;20,906;21,062;20,277;-2,86%
2012-05-22;20,907;20,415;20,917;20,372;2,40%
2012-05-21;20,417;20,211;20,502;20,190;0,89%
2012-05-18;20,237;20,099;20,588;19,928;0,72%
2012-05-17;20,092;20,000;20,131;19,890;0,43%
2012-05-16;20,005;20,023;20,087;19,875;-0,06%
2012-05-15;20,017;19,905;20,063;19,812;0,33%
2012-05-14;19,951;19,661;20,071;19,661;1,48%
2012-05-11;19,660;19,524;19,689;19,390;0,67%
2012-05-10;19,529;19,709;19,709;19,440;-0,94%
2012-05-09;19,715;19,409;19,726;19,382;1,64%
2012-05-08;19,397;19,209;19,433;19,198;1,06%
2012-05-07;19,194;19,274;19,362;19,186;-0,42%
2012-05-04;19,275;19,086;19,303;19,072;1,00%
2012-05-03;19,085;19,233;19,360;19,070;-0,82%
2012-05-02;19,243;19,074;19,304;19,067;1,03%
2012-05-01;19,047;19,047;19,047;19,047;-0,21%
2012-04-30;19,088;18,892;19,123;18,827;1,20%
2012-04-27;18,861;18,861;18,882;18,813;0,03%
2012-04-26;18,855;18,814;18,911;18,778;0,36%
2012-04-25;18,788;18,780;18,880;18,752;-0,18%
2012-04-24;18,821;18,789;18,842;18,740;0,10%
2012-04-23;18,802;18,759;18,910;18,721;0,42%
2012-04-20;18,724;18,806;18,872;18,613;-0,44%
2012-04-19;18,806;18,790;18,942;18,787;0,09%
2012-04-18;18,790;18,611;18,843;18,569;0,96%
2012-04-17;18,612;18,474;18,618;18,399;0,73%
2012-04-16;18,478;18,379;18,498;18,318;0,58%
2012-04-13;18,372;18,270;18,422;18,270;0,55%
2012-04-12;18,272;18,358;18,438;18,222;-0,47%
2012-04-11;18,358;18,337;18,377;18,248;0,11%
2012-04-10;18,337;18,170;18,377;18,155;0,90%
2012-04-09;18,173;18,261;18,317;18,167;-0,23%
2012-04-06;18,214;18,214;18,214;18,214;0,00%
2012-04-05;18,214;18,266;18,330;18,210;-0,27%
2012-04-04;18,263;18,258;18,346;18,248;0,04%
2012-04-03;18,255;18,336;18,357;18,193;-0,40%
2012-04-02;18,329;18,267;18,365;18,231;0,36%
2012-03-30;18,264;18,224;18,310;18,117;0,22%
2012-03-29;18,224;18,259;18,375;18,178;-0,03%
2012-03-28;18,230;18,219;18,286;18,144;0,06%
2012-03-27;18,219;18,186;18,234;18,084;0,24%
2012-03-26;18,175;18,113;18,193;18,039;0,38%
2012-03-23;18,106;18,199;18,260;18,083;-0,51%
2012-03-22;18,199;18,203;18,327;18,176;-0,15%
2012-03-21;18,226;18,152;18,295;18,131;0,45%
2012-03-20;18,144;18,194;18,348;18,123;-0,39%
2012-03-19;18,215;18,028;18,225;18,008;1,18%
2012-03-16;18,003;17,999;18,060;17,934;0,07%
2012-03-15;17,991;18,073;18,109;17,856;-0,35%
2012-03-14;18,054;17,923;18,255;17,915;0,71%
2012-03-13;17,926;17,969;18,275;17,893;-0,38%
2012-03-12;17,995;17,909;18,332;17,909;0,45%
2012-03-09;17,914;17,606;17,958;17,606;1,71%
2012-03-08;17,612;17,668;17,817;17,548;-0,30%
2012-03-07;17,665;17,584;17,752;17,536;0,46%
2012-03-06;17,584;17,394;17,657;17,390;1,09%
2012-03-05;17,394;17,299;17,416;17,247;0,48%
2012-03-02;17,311;17,140;17,364;17,140;1,01%
2012-03-01;17,138;17,174;17,291;17,098;-0,21%
2012-02-29;17,174;16,957;17,277;16,867;1,32%
2012-02-28;16,950;17,081;17,097;16,933;-0,74%
2012-02-27;17,077;17,092;17,163;17,022;-0,10%
2012-02-24;17,094;17,147;17,147;17,006;-0,25%
2012-02-23;17,137;17,053;17,155;16,960;0,43%
2012-02-22;17,064;17,127;17,161;17,033;-0,65%
2012-02-21;17,175;17,176;17,176;17,175;-0,02%
2012-02-20;17,178;17,178;17,178;17,178;0,16%
2012-02-17;17,150;17,165;17,178;17,095;-0,09%
2012-02-16;17,165;17,287;17,380;17,125;-0,72%
2012-02-15;17,289;17,239;17,290;17,127;0,45%
2012-02-14;17,211;17,161;17,277;17,121;0,27%
2012-02-13;17,165;17,225;17,232;17,095;-0,25%
2012-02-10;17,208;17,163;17,317;17,163;0,26%
2012-02-09;17,163;17,216;17,270;17,159;-0,30%
2012-02-08;17,214;17,260;17,260;17,138;-0,27%
2012-02-07;17,260;17,266;17,327;17,180;-0,03%
2012-02-06;17,266;17,184;17,350;17,119;0,61%
2012-02-03;17,161;17,184;17,286;17,131;-0,20%
2012-02-02;17,195;17,342;17,382;17,182;-0,85%
2012-02-01;17,342;17,494;17,494;17,285;-0,74%
2012-01-31;17,472;17,485;17,543;17,339;-0,16%
2012-01-30;17,500;17,462;17,574;17,460;0,73%
2012-01-27;17,374;17,502;17,510;17,353;-0,75%
2012-01-26;17,505;17,603;17,612;17,317;-0,57%
2012-01-25;17,605;17,585;17,635;17,568;0,11%
2012-01-24;17,585;17,568;17,695;17,506;0,19%
2012-01-23;17,552;17,560;17,600;17,485;0,02%
2012-01-20;17,548;17,673;17,728;17,547;-0,61%
2012-01-19;17,655;17,667;17,755;17,574;0,03%
2012-01-18;17,649;17,875;17,883;17,612;-1,29%
2012-01-17;17,880;17,872;17,888;17,668;0,12%
2012-01-16;17,859;17,862;17,893;17,805;0,06%
2012-01-13;17,849;17,789;18,083;17,684;0,39%
2012-01-12;17,780;18,030;18,043;17,744;-1,39%
2012-01-11;18,030;17,998;18,124;17,966;0,19%
2012-01-10;17,995;18,322;18,322;17,942;-1,82%
2012-01-09;18,329;18,561;18,567;18,302;-1,35%
2012-01-06;18,579;18,437;18,584;18,363;0,77%
2012-01-05;18,437;18,311;18,489;18,300;0,62%
2012-01-04;18,323;18,299;18,364;18,195;0,10%
2012-01-03;18,304;18,725;18,728;18,286;-2,16%
2012-01-02;18,708;18,657;18,746;18,542;0,41%
2011-12-30;18,632;18,657;18,662;18,632;-0,13%
2011-12-29;18,657;18,740;18,879;18,642;-0,44%
2011-12-28;18,740;18,590;18,880;18,553;0,68%
2011-12-27;18,613;18,556;18,638;18,533;0,30%
2011-12-26;18,558;18,575;18,612;18,512;-0,05%
2011-12-23;18,567;18,552;18,628;18,468;0,03%
2011-12-22;18,562;18,602;18,650;18,490;-0,24%
2011-12-21;18,607;18,450;18,625;18,406;0,85%
2011-12-20;18,450;18,681;18,681;18,368;-1,27%
2011-12-19;18,687;18,509;18,718;18,509;0,90%
2011-12-16;18,520;18,599;18,639;18,400;-0,44%
2011-12-15;18,602;18,794;18,829;18,525;-1,04%
2011-12-14;18,798;18,650;18,848;18,620;0,81%
2011-12-13;18,647;18,439;18,697;18,335;1,13%
2011-12-12;18,439;17,979;18,480;17,972;2,56%
2011-12-09;17,979;18,250;18,250;17,965;-1,32%
2011-12-08;18,220;17,985;18,272;17,815;1,27%
2011-12-07;17,992;17,915;18,038;17,860;0,43%
2011-12-06;17,915;17,857;17,998;17,760;0,32%
2011-12-05;17,857;17,909;17,943;17,755;-0,31%
2011-12-02;17,912;17,990;18,026;17,770;-0,49%
2011-12-01;18,000;18,088;18,105;17,820;-0,46%
2011-11-30;18,083;18,465;18,480;17,945;-1,99%
2011-11-29;18,450;18,545;18,545;18,330;-0,50%
2011-11-28;18,542;18,619;18,714;18,483;-2,00%
2011-11-25;18,920;18,959;19,145;18,740;-0,32%
2011-11-24;18,981;18,673;19,043;18,486;1,65%
2011-11-23;18,672;18,184;18,746;18,174;2,68%
2011-11-22;18,184;18,070;18,298;17,973;0,57%
2011-11-21;18,081;18,042;18,200;18,003;1,24%
2011-11-18;17,860;17,780;17,908;17,649;0,42%
2011-11-17;17,785;17,697;17,890;17,641;0,50%
2011-11-16;17,697;17,683;17,860;17,652;-0,14%
2011-11-15;17,721;17,679;17,725;17,679;0,28%
2011-11-14;17,671;17,459;17,725;17,446;1,42%
2011-11-11;17,424;17,614;17,650;17,414;-1,08%
2011-11-10;17,614;17,795;17,835;17,540;-1,02%
2011-11-09;17,795;17,321;17,835;17,321;2,72%
2011-11-08;17,323;17,462;17,530;17,320;-0,81%
2011-11-07;17,464;17,528;17,640;17,425;-0,35%
2011-11-04;17,525;17,348;17,615;17,257;0,91%
2011-11-03;17,367;17,313;17,460;17,130;0,04%
2011-11-02;17,360;17,172;17,625;17,170;-0,52%
2011-11-01;17,450;17,173;17,626;17,171;1,62%
2011-10-31;17,172;16,725;17,190;16,725;2,67%
2011-10-28;16,725;17,095;17,147;16,711;-2,16%
2011-10-27;17,095;17,584;17,411;16,998;-2,78%
2011-10-26;17,584;17,660;17,718;17,445;-0,43%
2011-10-25;17,660;17,508;17,687;17,353;0,87%
2011-10-24;17,508;17,751;17,851;17,468;-1,35%
2011-10-21;17,748;17,812;17,920;17,653;-0,36%
2011-10-20;17,812;17,731;18,090;17,621;0,46%
2011-10-19;17,731;17,524;17,783;17,419;1,18%
2011-10-18;17,524;17,733;17,867;17,464;-1,20%
2011-10-17;17,736;17,319;17,755;17,319;2,41%
2011-10-14;17,319;17,509;17,518;17,255;-1,08%
2011-10-13;17,508;17,550;17,664;17,380;-1,36%
2011-10-12;17,750;17,750;17,750;17,750;0,00%
2011-10-11;17,750;17,624;17,835;17,510;0,71%
2011-10-10;17,624;17,755;17,755;17,363;-0,52%
2011-10-07;17,717;17,788;17,850;17,518;-0,49%
2011-10-06;17,805;18,317;18,375;17,765;-2,80%
2011-10-05;18,317;18,553;18,615;18,233;-1,39%
2011-10-04;18,575;18,914;19,020;18,560;-1,88%
2011-10-03;18,930;18,777;19,175;18,705;0,75%
2011-09-30;18,790;18,395;18,930;18,395;1,98%
2011-09-29;18,425;18,373;18,567;18,220;0,29%
2011-09-28;18,372;18,042;18,444;17,980;1,83%
2011-09-27;18,042;18,220;18,220;17,915;-1,00%
2011-09-26;18,225;18,335;18,658;18,100;-0,59%
2011-09-23;18,333;19,049;19,231;18,231;-3,68%
2011-09-22;19,033;18,729;19,498;18,380;1,04%
2011-09-21;18,838;17,857;18,916;17,851;5,50%
2011-09-20;17,856;17,997;18,020;17,671;-0,78%
2011-09-19;17,997;17,328;17,997;17,317;3,87%
2011-09-16;17,327;17,045;17,382;17,045;1,62%
2011-09-15;17,050;17,140;17,197;16,975;-0,53%
2011-09-14;17,140;17,099;17,387;17,075;0,23%
2011-09-13;17,100;17,034;17,205;17,015;0,37%
2011-09-12;17,037;16,747;17,273;16,747;1,84%
2011-09-09;16,729;16,599;16,852;16,583;0,81%
2011-09-08;16,595;16,543;16,630;16,502;0,33%
2011-09-07;16,540;16,548;16,550;16,540;-0,08%
2011-09-06;16,553;16,433;16,670;16,418;0,60%
2011-09-05;16,454;16,573;16,603;16,442;0,24%
2011-09-02;16,415;16,200;16,475;16,183;1,33%
2011-09-01;16,200;15,892;16,213;15,886;1,94%
2011-08-31;15,892;15,953;16,025;15,807;-0,44%
2011-08-30;15,963;15,912;15,988;15,830;0,32%
2011-08-29;15,912;16,042;16,042;15,896;-0,74%
2011-08-26;16,031;16,101;16,162;16,002;-0,40%
2011-08-25;16,096;16,144;16,182;16,025;-0,25%
2011-08-24;16,137;15,968;16,157;15,968;1,06%
2011-08-23;15,968;16,081;16,081;15,920;-0,65%
2011-08-22;16,073;15,975;16,081;15,858;0,47%
2011-08-19;15,998;15,996;16,059;15,892;0,06%
2011-08-18;15,989;15,890;16,124;15,869;0,64%
2011-08-17;15,888;15,902;15,912;15,773;-0,07%
2011-08-16;15,899;15,903;16,033;15,843;0,11%
2011-08-15;15,882;16,133;16,138;15,873;-1,42%
2011-08-12;16,110;16,274;16,281;16,026;-1,00%
2011-08-11;16,272;16,225;16,420;16,148;0,23%
2011-08-10;16,235;15,896;16,322;15,896;2,15%
2011-08-09;15,894;16,267;16,587;15,857;-2,28%
2011-08-08;16,265;15,879;16,270;15,864;3,21%
2011-08-05;15,759;15,873;16,015;15,755;-0,72%
2011-08-04;15,873;15,621;15,900;15,607;1,61%
2011-08-03;15,621;15,660;15,696;15,590;-0,25%
2011-08-02;15,660;15,666;15,753;15,605;-0,04%
2011-08-01;15,666;15,501;15,668;15,450;1,14%
2011-07-29;15,490;15,670;15,735;15,465;-1,15%
2011-07-28;15,670;15,558;15,710;15,532;0,75%
2011-07-27;15,553;15,386;15,720;15,386;1,11%
2011-07-26;15,383;15,413;15,420;15,280;-0,12%
2011-07-25;15,402;15,537;15,558;15,358;-0,77%
2011-07-22;15,522;15,528;15,597;15,507;-0,03%
2011-07-21;15,527;15,655;15,658;15,510;-0,81%
2011-07-20;15,654;15,669;15,687;15,568;-0,06%
2011-07-19;15,663;15,774;15,799;15,619;-0,68%
2011-07-18;15,771;15,743;15,846;15,730;0,16%
2011-07-15;15,746;15,760;15,796;15,715;-0,15%
2011-07-14;15,770;15,750;15,800;15,686;0,32%
2011-07-13;15,719;15,820;15,839;15,674;-0,48%
2011-07-12;15,795;15,780;15,854;15,721;-0,05%
2011-07-11;15,803;15,621;15,856;15,621;0,95%
2011-07-08;15,654;15,521;15,677;15,521;0,65%
2011-07-07;15,553;15,697;15,708;15,527;-0,89%
2011-07-06;15,692;15,653;15,735;15,615;0,25%
2011-07-05;15,653;15,527;15,670;15,517;0,81%
2011-07-04;15,527;15,563;15,597;15,513;-0,30%
2011-07-01;15,573;15,621;15,648;15,528;-0,31%
2011-06-30;15,622;15,666;15,688;15,573;-0,33%
2011-06-29;15,674;15,752;15,793;15,665;-0,56%
2011-06-28;15,762;15,940;15,953;15,748;-1,12%
2011-06-27;15,940;16,034;16,045;15,935;-0,65%
2011-06-24;16,044;15,958;16,073;15,900;0,82%
2011-06-23;15,913;15,907;15,916;15,907;-0,01%
2011-06-22;15,914;15,865;15,914;15,840;0,31%
2011-06-21;15,865;15,963;15,986;15,850;-0,61%
2011-06-20;15,962;15,967;16,082;15,916;-0,11%
2011-06-17;15,980;16,024;16,024;15,940;-0,27%
2011-06-16;16,024;16,002;16,163;15,983;0,14%
2011-06-15;16,002;15,818;16,056;15,818;1,10%
2011-06-14;15,828;15,832;15,873;15,790;-0,03%
2011-06-13;15,832;15,963;15,983;15,825;-0,82%
2011-06-10;15,963;15,829;16,010;15,819;0,85%
2011-06-09;15,829;15,802;15,907;15,775;0,11%
2011-06-08;15,812;15,808;15,875;15,775;0,03%
2011-06-07;15,808;15,831;15,847;15,736;-0,21%
2011-06-06;15,841;15,750;15,853;15,743;0,51%
2011-06-03;15,760;15,754;15,848;15,703;0,04%
2011-06-02;15,754;15,933;15,936;15,744;-1,12%
2011-06-01;15,933;15,788;15,950;15,750;0,84%
2011-05-31;15,800;15,946;15,958;15,757;-0,54%
2011-05-30;15,885;15,945;15,974;15,855;-0,38%
2011-05-27;15,945;16,158;16,178;15,932;-1,32%
2011-05-26;16,158;16,289;16,308;16,110;-0,80%
2011-05-25;16,289;16,244;16,320;16,230;0,30%
2011-05-24;16,240;16,336;16,336;16,201;-0,58%
2011-05-23;16,335;16,215;16,403;16,210;0,68%
2011-05-20;16,225;16,165;16,258;16,100;0,37%
2011-05-19;16,165;16,093;16,205;16,050;0,45%
2011-05-18;16,093;16,159;16,211;16,075;-0,41%
2011-05-17;16,159;16,346;16,392;16,133;-1,14%
2011-05-16;16,346;16,359;16,391;16,243;-0,09%
2011-05-13;16,361;16,195;16,457;16,115;1,02%
2011-05-12;16,196;16,209;16,301;16,140;-0,08%
2011-05-11;16,209;16,032;16,255;16,025;1,07%
2011-05-10;16,037;16,139;16,155;16,020;-0,60%
2011-05-09;16,134;16,155;16,296;16,078;-0,12%
2011-05-06;16,153;16,212;16,233;16,010;-0,38%
2011-05-05;16,215;16,156;16,289;16,102;0,35%
2011-05-04;16,158;15,886;16,179;15,808;1,73%
2011-05-03;15,883;15,887;15,970;15,815;-0,03%
2011-05-02;15,888;15,770;15,911;15,686;0,72%
2011-04-29;15,775;15,750;15,825;15,665;-0,27%
2011-04-28;15,817;15,653;15,954;15,637;0,94%
2011-04-27;15,669;15,619;15,735;15,560;0,32%
2011-04-26;15,619;15,680;15,688;15,610;-0,42%
2011-04-25;15,685;15,620;15,783;15,610;0,29%
2011-04-22;15,640;15,640;15,640;15,640;0,00%
2011-04-21;15,640;15,668;15,672;15,639;-0,15%
2011-04-20;15,664;15,627;15,840;15,612;-0,58%
2011-04-19;15,755;15,882;15,882;15,728;-0,80%
2011-04-18;15,882;15,762;15,995;15,762;0,79%
2011-04-15;15,758;15,783;15,825;15,711;-0,13%
2011-04-14;15,778;15,862;15,915;15,766;-0,53%
2011-04-13;15,862;15,947;15,966;15,799;-0,61%
2011-04-12;15,960;15,796;15,965;15,750;0,83%
2011-04-11;15,829;15,689;15,846;15,689;0,89%
2011-04-08;15,689;15,842;15,861;15,669;-1,08%
2011-04-07;15,860;16,149;16,149;15,814;-1,79%
2011-04-06;16,149;16,082;16,172;16,005;0,42%
2011-04-05;16,082;16,067;16,134;16,054;0,06%
2011-04-04;16,072;16,203;16,208;16,040;-1,25%
2011-04-01;16,275;16,311;16,311;16,054;-0,28%
2011-03-31;16,320;16,287;16,345;16,205;0,22%
2011-03-30;16,284;16,465;16,482;16,256;-1,07%
2011-03-29;16,460;16,629;16,649;16,460;-1,02%
2011-03-28;16,629;16,582;16,652;16,582;0,08%
2011-03-25;16,615;16,603;16,628;16,550;0,13%
2011-03-24;16,593;16,611;16,618;16,546;-0,11%
2011-03-23;16,611;16,595;16,647;16,571;0,10%
2011-03-22;16,595;16,669;16,678;16,585;-0,44%
2011-03-21;16,669;16,677;16,684;16,576;0,08%
2011-03-18;16,655;16,791;16,798;16,651;-0,76%
2011-03-17;16,782;16,765;16,937;16,665;0,15%
2011-03-16;16,757;16,653;16,780;16,600;0,61%
2011-03-15;16,655;16,593;16,786;16,593;0,37%
2011-03-14;16,593;16,653;16,681;16,592;-0,34%
2011-03-11;16,650;16,618;16,696;16,585;0,16%
2011-03-10;16,623;16,538;16,656;16,538;0,51%
2011-03-09;16,538;16,448;16,584;16,448;-0,01%
2011-03-08;16,540;16,537;16,547;16,537;0,08%
2011-03-07;16,526;16,555;16,558;16,526;-0,18%
2011-03-04;16,555;16,489;16,555;16,423;0,40%
2011-03-03;16,489;16,575;16,581;16,488;-0,52%
2011-03-02;16,575;16,637;16,650;16,570;-0,35%
2011-03-01;16,633;16,640;16,645;16,588;-0,03%
2011-02-28;16,638;16,625;16,674;16,553;0,04%
2011-02-25;16,632;16,749;16,749;16,575;-0,05%
2011-02-24;16,640;16,740;16,750;16,612;-0,63%
